"DATE","MINUTE","PLAYER","TEAM","OPPOSITION","Shot","X","Y"
26/06/2014,23,"Gyan","Ghana","Portugal","Attempt Saved",93.3,62.1
26/06/2014,30,"Boye","Portugal","Ghana","Goal",95,56.7
26/06/2014,32,"Ronaldo","Portugal","Ghana","Attempt Saved",77.6,66.3
26/06/2014,34,"Amorim","Portugal","Ghana","Miss",85.2,66.8
26/06/2014,36,"Gyan","Ghana","Portugal","Miss",91.5,50.3
26/06/2014,40,"Atsu","Ghana","Portugal","Miss",86.6,72.8
26/06/2014,44,"Nani","Portugal","Ghana","Miss",76,37.2
26/06/2014,48,"Nani","Portugal","Ghana","Blocked",75.3,68.8
26/06/2014,51,"Gyan","Ghana","Portugal","Miss",77.9,67.1
26/06/2014,54,"Nani","Portugal","Ghana","Blocked",81.9,62.7
26/06/2014,57,"Gyan","Ghana","Portugal","Goal",93,39.8
26/06/2014,58,"Ronaldo","Portugal","Ghana","Blocked",79.3,79.8
26/06/2014,61,"Waris","Ghana","Portugal","Miss",93.5,48.5
26/06/2014,66,"Atsu","Ghana","Portugal","Miss",73.5,30.9
26/06/2014,68,"Asamoah","Ghana","Portugal","Miss",77.4,63.6
26/06/2014,69,"Varela","Portugal","Ghana","Miss",73.9,64.5
26/06/2014,76,"Gyan","Ghana","Portugal","Miss",85.4,51.8
26/06/2014,76,"Badu","Ghana","Portugal","Miss",74.3,29
26/06/2014,76,"Jordan Ayew","Ghana","Portugal","Blocked",79,24.5
26/06/2014,80,"Ronaldo","Portugal","Ghana","Goal",91.2,55
26/06/2014,82,"Ronaldo","Portugal","Ghana","Attempt Saved",86.3,59.6
26/06/2014,82,"Wakaso","Ghana","Portugal","Miss",71.9,58.7
26/06/2014,83,"Nani","Portugal","Ghana","Miss",92.6,58.7
26/06/2014,84,"Varela","Portugal","Ghana","Attempt Saved",85.6,67.5
26/06/2014,88,"Gyan","Ghana","Portugal","Attempt Saved",90.4,29.4
26/06/2014,89,"Gyan","Ghana","Portugal","Miss",82.5,50.3
26/06/2014,90,"Nani","Portugal","Ghana","Miss",73.6,65.5
26/06/2014,90,"Ronaldo","Portugal","Ghana","Miss",96.1,46
26/06/2014,90,"Moutinho","Portugal","Ghana","Miss",75,37.9
26/06/2014,90,"Ronaldo","Portugal","Ghana","Attempt Saved",87,45.8
26/06/2014,90,"Gyan","Ghana","Portugal","Miss",77.7,73.1
26/06/2014,10,"Kim Young-Gwon","South Korea","Belgium","Miss",90.3,74.2
26/06/2014,18,"Vertonghen","Belgium","South Korea","Miss",69.7,34.7
26/06/2014,25,"Mirallas","Belgium","South Korea","Blocked",87.6,49.1
26/06/2014,25,"Mertens","Belgium","South Korea","Miss",91.3,55.5
26/06/2014,28,"Ki Sung-Yueng","South Korea","Belgium","Miss",74.8,80
26/06/2014,30,"Ki Sung-Yueng","South Korea","Belgium","Attempt Saved",73.5,48
26/06/2014,30,"Koo","South Korea","Belgium","Blocked",89,69.9
26/06/2014,37,"Vertonghen","Belgium","South Korea","Blocked",79.2,25.6
26/06/2014,42,"Mertens","Belgium","South Korea","Miss",73.6,63.1
26/06/2014,45,"van Buyten","Belgium","South Korea","Miss",88.5,60.4
26/06/2014,51,"Ki Sung-Yueng","South Korea","Belgium","Miss",73.1,46.9
26/06/2014,52,"Lee Keun-Ho","South Korea","Belgium","Miss",91.5,52.6
26/06/2014,54,"Lee Chung-Yong","South Korea","Belgium","Blocked",78.1,55.5
26/06/2014,59,"Mertens","Belgium","South Korea","Attempt Saved",74.6,52.8
26/06/2014,61,"Ki Sung-Yueng","South Korea","Belgium","Attempt Saved",90.7,49.8
26/06/2014,68,"Fellaini","Belgium","South Korea","Miss",89.7,51.8
26/06/2014,70,"Vertonghen","Belgium","South Korea","Miss",72.8,73.8
26/06/2014,72,"Origi","Belgium","South Korea","Miss",90.6,52.2
26/06/2014,73,"Chadli","Belgium","South Korea","Blocked",85.8,66.4
26/06/2014,74,"Koo","South Korea","Belgium","Blocked",87.4,63.9
26/06/2014,76,"Ki Sung-Yueng","South Korea","Belgium","Blocked",72,60.6
26/06/2014,77,"Origi","Belgium","South Korea","Attempt Saved",78.2,56.5
26/06/2014,77,"Vertonghen","Belgium","South Korea","Goal",92.7,58
26/06/2014,80,"Lee Keun-Ho","South Korea","Belgium","Miss",91.5,57.7
26/06/2014,82,"Koo","South Korea","Belgium","Blocked",70.8,69.6
26/06/2014,83,"Ji","South Korea","Belgium","Blocked",84.6,46.4
26/06/2014,90,"Lee Chung-Yong","South Korea","Belgium","Attempt Saved",73.5,22.3
26/06/2014,90,"Koo","South Korea","Belgium","Blocked",88.6,34.7
26/06/2014,90,"Lee Keun-Ho","South Korea","Belgium","Attempt Saved",97.7,38
26/06/2014,90,"Hazard","Belgium","South Korea","Attempt Saved",93.3,30.7
26/06/2014,90,"Origi","Belgium","South Korea","Attempt Saved",79.7,34.7
26/06/2014,6,"Kokorin","Russia","Algeria","Goal",88.3,53.6
26/06/2014,8,"Bentaleb","Algeria","Russia","Miss",75.2,71.3
26/06/2014,19,"Kokorin","Russia","Algeria","Miss",93.4,28.3
26/06/2014,24,"Kombarov","Russia","Algeria","Miss",84.4,66
26/06/2014,26,"Shatov","Russia","Algeria","Miss",70.5,50.3
26/06/2014,27,"Mesbah","Algeria","Russia","Attempt Saved",84.3,64.5
26/06/2014,35,"Brahimi","Algeria","Russia","Attempt Saved",76.2,51.3
26/06/2014,43,"Slimani","Algeria","Russia","Attempt Saved",92,45.8
26/06/2014,45,"Belkalem","Algeria","Russia","Miss",86.2,53.8
26/06/2014,47,"Samedov","Russia","Algeria","Attempt Saved",92.7,40.9
26/06/2014,51,"Kerzhakov","Russia","Algeria","Miss",77,40.4
26/06/2014,60,"Slimani","Algeria","Russia","Goal",95.2,46.4
26/06/2014,62,"Denisov","Russia","Algeria","Attempt Saved",75,36.9
26/06/2014,64,"Djabou","Algeria","Russia","Attempt Saved",77.9,59
26/06/2014,70,"Kerzhakov","Russia","Algeria","Attempt Saved",87.8,28.3
26/06/2014,71,"Kokorin","Russia","Algeria","Blocked",81.8,68.8
26/06/2014,74,"Feghouli","Algeria","Russia","Attempt Saved",88.4,28.9
28/06/2014,6,"Díaz","Chile","Brazil","Miss",71.7,50.3
28/06/2014,6,"Marcelo","Brazil","Chile","Miss",75.5,60.2
28/06/2014,18,"David Luiz","Brazil","Chile","Goal",97,47.6
28/06/2014,26,"Neymar","Brazil","Chile","Miss",86.4,63.3
28/06/2014,32,"Sánchez","Chile","Brazil","Goal",89.1,41.6
28/06/2014,36,"Neymar","Brazil","Chile","Blocked",91.8,50.1
28/06/2014,36,"Luiz Gustavo","Brazil","Chile","Blocked",81.6,49.9
28/06/2014,39,"Fred","Brazil","Chile","Miss",91.2,50.1
28/06/2014,42,"Dani Alves","Brazil","Chile","Attempt Saved",70.1,31.8
28/06/2014,44,"Hulk","Brazil","Chile","Miss",73.3,63.4
28/06/2014,44,"Fred","Brazil","Chile","Blocked",90.6,33.1
28/06/2014,45,"Mena","Chile","Brazil","Miss",73.4,53.7
28/06/2014,45,"Aránguiz","Chile","Brazil","Blocked",94.7,39.4
28/06/2014,45,"Fred","Brazil","Chile","Miss",91.8,50.6
28/06/2014,49,"Fernandinho","Brazil","Chile","Miss",73.2,44.3
28/06/2014,64,"Aránguiz","Chile","Brazil","Attempt Saved",90.1,44.3
28/06/2014,74,"Jô","Brazil","Chile","Miss",94.7,46.1
28/06/2014,76,"Hulk","Brazil","Chile","Miss",75.8,78.1
28/06/2014,81,"Neymar","Brazil","Chile","Attempt Saved",89.4,50
28/06/2014,83,"Hulk","Brazil","Chile","Attempt Saved",89.1,36.6
28/06/2014,90,"Aránguiz","Chile","Brazil","Blocked",86.3,45.8
28/06/2014,90,"Díaz","Chile","Brazil","Miss",68.2,36.3
28/06/2014,92,"Neymar","Brazil","Chile","Blocked",89.2,80.5
28/06/2014,95,"Díaz","Chile","Brazil","Miss",63.4,32.7
28/06/2014,100,"Jô","Brazil","Chile","Blocked",87.9,67.8
28/06/2014,101,"Oscar","Brazil","Chile","Attempt Saved",88.8,64.8
28/06/2014,103,"Hulk","Brazil","Chile","Attempt Saved",71.6,46.4
28/06/2014,105,"Sánchez","Chile","Brazil","Miss",69.9,62.3
28/06/2014,107,"Jô","Brazil","Chile","Miss",95,55.5
28/06/2014,111,"Pinilla","Chile","Brazil","Miss",73.5,71.7
28/06/2014,112,"Dani Alves","Brazil","Chile","Miss",71.5,36.6
28/06/2014,113,"Díaz","Chile","Brazil","Miss",72.1,34.8
28/06/2014,113,"Pinilla","Chile","Brazil","Blocked",71.1,73.9
28/06/2014,119,"Hulk","Brazil","Chile","Miss",69,24.9
28/06/2014,120,"Ramires","Brazil","Chile","Miss",77.9,64.2
28/06/2014,120,"Pinilla","Chile","Brazil","Post",83.9,43.1
28/06/2014,7,"Cuadrado","Colombia","Uruguay","Miss",67.4,48.9
28/06/2014,12,"Zuñiga","Colombia","Uruguay","Attempt Saved",71.4,39.8
28/06/2014,14,"Forlán","Uruguay","Colombia","Miss",69.1,43.9
28/06/2014,19,"Cavani","Uruguay","Colombia","Miss",96.2,65.3
28/06/2014,21,"Martínez","Colombia","Uruguay","Blocked",91.6,60.8
28/06/2014,21,"Zapata","Colombia","Uruguay","Miss",92.9,68.2
28/06/2014,23,"Zuñiga","Colombia","Uruguay","Miss",69.9,49.9
28/06/2014,28,"Rodríguez","Colombia","Uruguay","Goal",76.1,47.6
28/06/2014,32,"Cavani","Uruguay","Colombia","Blocked",80.1,50.1
28/06/2014,33,"Cavani","Uruguay","Colombia","Miss",75.4,57.3
28/06/2014,36,"Gutiérrez","Colombia","Uruguay","Attempt Saved",81.1,28.3
28/06/2014,50,"Rodríguez","Colombia","Uruguay","Goal",94.4,50.7
28/06/2014,52,"Cáceres","Uruguay","Colombia","Miss",74.6,81.4
28/06/2014,56,"Rodríguez","Colombia","Uruguay","Blocked",75.2,45.5
28/06/2014,59,"González","Uruguay","Colombia","Attempt Saved",74.5,41.2
28/06/2014,59,"Arévalo Rios","Uruguay","Colombia","Blocked",72.4,59.6
28/06/2014,64,"Rodríguez","Uruguay","Colombia","Attempt Saved",73.4,52.6
28/06/2014,68,"Ramírez","Uruguay","Colombia","Blocked",74.1,38.6
28/06/2014,68,"Rodríguez","Uruguay","Colombia","Blocked",89.2,36.5
28/06/2014,69,"Cavani","Uruguay","Colombia","Miss",96.1,37.7
28/06/2014,70,"Stuani","Uruguay","Colombia","Miss",93.2,46.2
28/06/2014,75,"Giménez","Uruguay","Colombia","Miss",89.7,55.8
28/06/2014,79,"Maxi Pereira","Uruguay","Colombia","Attempt Saved",95.7,42.5
28/06/2014,84,"Cavani","Uruguay","Colombia","Attempt Saved",81.5,68.6
28/06/2014,85,"Godín","Uruguay","Colombia","Miss",91.8,52.8
29/06/2014,2,"Layún","Mexico","Holland","Miss",70.6,77
29/06/2014,5,"Layún","Mexico","Holland","Miss",72.6,72.1
29/06/2014,17,"Herrera","Mexico","Holland","Miss",85.7,48.8
29/06/2014,24,"Salcido","Mexico","Holland","Attempt Saved",68,54.3
29/06/2014,27,"van Persie","Holland","Mexico","Miss",93,34.7
29/06/2014,28,"dos Santos","Mexico","Holland","Attempt Saved",79.4,35.1
29/06/2014,42,"dos Santos","Mexico","Holland","Attempt Saved",96.3,32.8
29/06/2014,48,"dos Santos","Mexico","Holland","Goal",74.3,53.3
29/06/2014,51,"Márquez","Mexico","Holland","Miss",91,41.2
29/06/2014,53,"Sneijder","Holland","Mexico","Blocked",74,39.7
29/06/2014,54,"Blind","Holland","Mexico","Miss",72.2,47.2
29/06/2014,56,"Peralta","Mexico","Holland","Attempt Saved",75.9,40.4
29/06/2014,57,"de Vrij","Holland","Mexico","Attempt Saved",96.9,51.1
29/06/2014,61,"Sneijder","Holland","Mexico","Blocked",82.1,53.7
29/06/2014,65,"Blind","Holland","Mexico","Miss",69.4,46.2
29/06/2014,72,"Sneijder","Holland","Mexico","Miss",76.9,62
29/06/2014,74,"Robben","Holland","Mexico","Attempt Saved",94.3,32.2
29/06/2014,75,"Vlaar","Holland","Mexico","Miss",92.5,49.3
29/06/2014,79,"Salcido","Mexico","Holland","Miss",80.9,34.7
29/06/2014,86,"Depay","Holland","Mexico","Blocked",77.1,75
29/06/2014,88,"Sneijder","Holland","Mexico","Goal",85,53.8
29/06/2014,90,"Depay","Holland","Mexico","Blocked",81.3,73.9
29/06/2014,90,"Huntelaar","Holland","Mexico","Goal",88.5,50
29/06/2014,2,"Christodoulopoulos","Greece","Costa Rica","Miss",75.3,50.6
29/06/2014,5,"Gamboa","Costa Rica","Greece","Miss",79.1,26.5
29/06/2014,8,"Christian Bolaños","Costa Rica","Greece","Miss",86.6,69.7
29/06/2014,12,"Christodoulopoulos","Greece","Costa Rica","Miss",77.5,64.5
29/06/2014,15,"Sokratis","Greece","Costa Rica","Miss",93.2,49.6
29/06/2014,23,"Borges","Costa Rica","Greece","Miss",92.9,47.8
29/06/2014,28,"Karagounis","Greece","Costa Rica","Attempt Saved",73.8,43.7
29/06/2014,32,"Samaris","Greece","Costa Rica","Blocked",71.5,49.9
29/06/2014,37,"Salpingidis","Greece","Costa Rica","Attempt Saved",94.3,45.7
29/06/2014,45,"Samaris","Greece","Costa Rica","Blocked",75.2,27.7
29/06/2014,47,"Samaras","Greece","Costa Rica","Attempt Saved",88.5,53.3
29/06/2014,52,"Ruiz","Costa Rica","Greece","Goal",81.2,53.4
29/06/2014,54,"Christian Bolaños","Costa Rica","Greece","Blocked",87.7,68.4
29/06/2014,67,"Samaras","Greece","Costa Rica","Miss",86.5,47.2
29/06/2014,69,"Christodoulopoulos","Greece","Costa Rica","Miss",86.6,44
29/06/2014,80,"Karagounis","Greece","Costa Rica","Miss",72.8,50.1
29/06/2014,82,"Manolas","Greece","Costa Rica","Miss",90.7,47.3
29/06/2014,90,"Mitroglou","Greece","Costa Rica","Attempt Saved",88.3,45.5
29/06/2014,90,"Sokratis","Greece","Costa Rica","Goal",91.7,49.1
29/06/2014,90,"Gekas","Greece","Costa Rica","Attempt Saved",91.7,39.7
29/06/2014,93,"Christodoulopoulos","Greece","Costa Rica","Miss",83.8,32.4
29/06/2014,94,"Gekas","Greece","Costa Rica","Miss",92.1,49.6
29/06/2014,95,"Karagounis","Greece","Costa Rica","Blocked",70.8,49.9
29/06/2014,100,"Katsouranis","Greece","Costa Rica","Blocked",93.9,67.5
29/06/2014,106,"Brenes","Costa Rica","Greece","Miss",86,29.5
29/06/2014,110,"Gonzalez","Costa Rica","Greece","Miss",86.9,69.7
29/06/2014,113,"Christodoulopoulos","Greece","Costa Rica","Attempt Saved",87.8,28.5
29/06/2014,113,"Karagounis","Greece","Costa Rica","Miss",76.3,51.9
29/06/2014,119,"Mitroglou","Greece","Costa Rica","Miss",80.1,61.7
29/06/2014,120,"Mitroglou","Greece","Costa Rica","Attempt Saved",91,43.9
30/06/2014,5,"Giroud","France","Nigeria","Miss",92.4,49.7
30/06/2014,10,"Emenike","Nigeria","France","Blocked",78.9,37.1
30/06/2014,15,"Giroud","France","Nigeria","Miss",82.3,53
30/06/2014,17,"Emenike","Nigeria","France","Miss",75.4,48.4
30/06/2014,22,"Pogba","France","Nigeria","Attempt Saved",89.6,45.2
30/06/2014,24,"Oshaniwa","Nigeria","France","Blocked",89.3,42.7
30/06/2014,24,"Onazi","Nigeria","France","Blocked",71.5,45.2
30/06/2014,28,"Pogba","France","Nigeria","Blocked",71.1,41.5
30/06/2014,30,"Odemwingie","Nigeria","France","Blocked",81.3,38.2
30/06/2014,33,"Debuchy","France","Nigeria","Miss",92.4,24.1
30/06/2014,40,"Debuchy","France","Nigeria","Miss",86.4,41.8
30/06/2014,44,"Emenike","Nigeria","France","Attempt Saved",82.1,20
30/06/2014,60,"Emenike","Nigeria","France","Miss",80.3,81.4
30/06/2014,64,"Odemwingie","Nigeria","France","Attempt Saved",78.1,37
30/06/2014,70,"Benzema","France","Nigeria","Attempt Saved",93.6,54.8
30/06/2014,73,"Benzema","France","Nigeria","Miss",76.8,68.1
30/06/2014,76,"Koscielny","France","Nigeria","Blocked",92.8,47
30/06/2014,77,"Cabaye","France","Nigeria","Post",77.8,27.1
30/06/2014,79,"Benzema","France","Nigeria","Attempt Saved",91,54
30/06/2014,79,"Pogba","France","Nigeria","Goal",93.2,41.5
30/06/2014,84,"Griezmann","France","Nigeria","Attempt Saved",90,71.4
30/06/2014,85,"Moses","Nigeria","France","Blocked",88,72.1
30/06/2014,90,"Yobo","France","Nigeria","Goal",95.3,45.8
30/06/2014,9,"Slimani","Algeria","Germany","Attempt Saved",89.9,85.5
30/06/2014,14,"Schweinsteiger","Germany","Algeria","Attempt Saved",72,59.6
30/06/2014,18,"Ghoulam","Algeria","Germany","Miss",93.7,68.6
30/06/2014,23,"Müller","Germany","Algeria","Miss",89.5,53.9
30/06/2014,31,"Lahm","Germany","Algeria","Blocked",88.6,42.5
30/06/2014,33,"Feghouli","Algeria","Germany","Miss",76.4,68.8
30/06/2014,35,"Müller","Germany","Algeria","Miss",86.6,52
30/06/2014,37,"Özil","Germany","Algeria","Attempt Saved",72.6,73.5
30/06/2014,39,"Mostefa","Algeria","Germany","Blocked",72.3,50.9
30/06/2014,41,"Kroos","Germany","Algeria","Attempt Saved",70.4,51.5
30/06/2014,41,"Götze","Germany","Algeria","Attempt Saved",93.6,61.4
30/06/2014,43,"Kroos","Germany","Algeria","Miss",70.2,48.7
30/06/2014,48,"Schürrle","Germany","Algeria","Blocked",90.3,33.4
30/06/2014,49,"Mustafi","Germany","Algeria","Attempt Saved",93.3,48.1
30/06/2014,51,"Özil","Germany","Algeria","Miss",87.5,69
30/06/2014,51,"Soudani","Algeria","Germany","Blocked",88.3,71.5
30/06/2014,55,"Lahm","Germany","Algeria","Attempt Saved",77.1,41.5
30/06/2014,60,"Schürrle","Germany","Algeria","Miss",75.2,19.5
30/06/2014,73,"Schürrle","Germany","Algeria","Attempt Saved",78.2,81.6
30/06/2014,74,"Feghouli","Algeria","Germany","Miss",81.6,20.7
30/06/2014,75,"Slimani","Algeria","Germany","Attempt Saved",73.9,44.3
30/06/2014,79,"Schweinsteiger","Germany","Algeria","Miss",93.2,38.9
30/06/2014,80,"Schürrle","Germany","Algeria","Blocked",97.3,42.7
30/06/2014,80,"Müller","Germany","Algeria","Attempt Saved",91.8,51.3
30/06/2014,81,"Höwedes","Germany","Algeria","Miss",91,47.3
30/06/2014,82,"Müller","Germany","Algeria","Miss",90.2,36.4
30/06/2014,86,"Boateng","Germany","Algeria","Blocked",73,47
30/06/2014,90,"Schweinsteiger","Germany","Algeria","Attempt Saved",92.5,54.2
30/06/2014,92,"Schürrle","Germany","Algeria","Goal",94,52
30/06/2014,95,"Müller","Germany","Algeria","Blocked",85.2,40.8
30/06/2014,99,"Müller","Germany","Algeria","Miss",75.1,69.7
30/06/2014,101,"Mostefa","Algeria","Germany","Miss",90.3,50.5
30/06/2014,102,"Schürrle","Germany","Algeria","Blocked",88.9,40.1
30/06/2014,117,"Kramer","Germany","Algeria","Attempt Saved",93.5,31
30/06/2014,119,"Özil","Germany","Algeria","Goal",95.5,64.5
30/06/2014,119,"Schürrle","Germany","Algeria","Blocked",87.3,43.9
30/06/2014,120,"Bougherra","Algeria","Germany","Attempt Saved",91.5,41.2
30/06/2014,120,"Djabou","Algeria","Germany","Goal",95.6,56.1
01/07/2014,6,"Gago","Argentina","Switzerland","Miss",74,28.2
01/07/2014,9,"Inler","Switzerland","Argentina","Miss",72.9,63.4
01/07/2014,25,"Higuaín","Argentina","Switzerland","Miss",87,43.3
01/07/2014,28,"Lichtsteiner","Switzerland","Argentina","Attempt Saved",74.2,40.2
01/07/2014,28,"Xhaka","Switzerland","Argentina","Attempt Saved",87.5,47
01/07/2014,29,"Lavezzi","Argentina","Switzerland","Attempt Saved",90.9,35.3
01/07/2014,32,"Di María","Argentina","Switzerland","Blocked",87,31.4
01/07/2014,39,"Drmic","Switzerland","Argentina","Attempt Saved",85.1,65.2
01/07/2014,41,"Di María","Argentina","Switzerland","Attempt Saved",90.2,29.1
01/07/2014,47,"Mascherano","Argentina","Switzerland","Blocked",73.5,62.7
01/07/2014,47,"Higuaín","Argentina","Switzerland","Blocked",95,56.1
01/07/2014,50,"Shaqiri","Switzerland","Argentina","Attempt Saved",72.8,13.7
01/07/2014,51,"Drmic","Switzerland","Argentina","Miss",90.5,66.6
01/07/2014,52,"Di María","Argentina","Switzerland","Blocked",76.2,59
01/07/2014,52,"Di María","Argentina","Switzerland","Blocked",79.6,18.2
01/07/2014,53,"Rodriguez","Switzerland","Argentina","Miss",68.6,71.4
01/07/2014,62,"Higuaín","Argentina","Switzerland","Attempt Saved",90.3,54.2
01/07/2014,62,"Di María","Argentina","Switzerland","Blocked",80.6,20.9
01/07/2014,63,"Lavezzi","Argentina","Switzerland","Blocked",85.8,69.1
01/07/2014,67,"Higuaín","Argentina","Switzerland","Miss",93.6,41.5
01/07/2014,67,"Messi","Argentina","Switzerland","Miss",77.5,40
01/07/2014,69,"Shaqiri","Switzerland","Argentina","Blocked",74.4,82.2
01/07/2014,75,"Palacio","Argentina","Switzerland","Miss",90.5,46.7
01/07/2014,76,"Gago","Argentina","Switzerland","Miss",69.5,38
01/07/2014,78,"Messi","Argentina","Switzerland","Attempt Saved",87.3,59.2
01/07/2014,84,"Di María","Argentina","Switzerland","Blocked",83,65.8
01/07/2014,85,"Rojo","Argentina","Switzerland","Miss",78,71.2
01/07/2014,90,"Garay","Argentina","Switzerland","Blocked",94.6,36.9
01/07/2014,90,"Schär","Switzerland","Argentina","Miss",92.3,52.4
01/07/2014,92,"Garay","Argentina","Switzerland","Attempt Saved",96.7,46
01/07/2014,94,"Palacio","Argentina","Switzerland","Attempt Saved",89,43.1
01/07/2014,97,"Shaqiri","Switzerland","Argentina","Miss",68.8,68.4
01/07/2014,103,"Seferovic","Switzerland","Argentina","Blocked",72.2,58.1
01/07/2014,105,"Di María","Argentina","Switzerland","Blocked",75.5,70.7
01/07/2014,109,"Di María","Argentina","Switzerland","Attempt Saved",75.7,19.2
01/07/2014,111,"Mascherano","Argentina","Switzerland","Blocked",72.2,55.9
01/07/2014,112,"Di María","Argentina","Switzerland","Blocked",83.8,27.9
01/07/2014,112,"Di María","Argentina","Switzerland","Miss",77.3,41.6
01/07/2014,118,"Di María","Argentina","Switzerland","Goal",86.6,33.9
01/07/2014,120,"Shaqiri","Switzerland","Argentina","Blocked",81.3,50
01/07/2014,120,"Dzemaili","Switzerland","Argentina","Post",95.7,51.1
01/07/2014,120,"Dzemaili","Switzerland","Argentina","Miss",96.9,53
01/07/2014,120,"Benaglio","Switzerland","Argentina","Miss",92.9,56.3
01/07/2014,120,"Di María","Argentina","Switzerland","Miss",57.8,86
01/07/2014,1,"Origi","Belgium","USA","Attempt Saved",91.3,31.3
01/07/2014,2,"De Bruyne","Belgium","USA","Blocked",77.2,61.2
01/07/2014,21,"Dempsey","USA","Belgium","Attempt Saved",85.3,50.3
01/07/2014,22,"Alderweireld","Belgium","USA","Miss",72.2,53
01/07/2014,23,"De Bruyne","Belgium","USA","Miss",85.6,59.2
01/07/2014,26,"Witsel","Belgium","USA","Blocked",73.6,42.2
01/07/2014,29,"Hazard","Belgium","USA","Attempt Saved",73.2,63.7
01/07/2014,30,"Origi","Belgium","USA","Blocked",86.8,69.7
01/07/2014,33,"Jones","USA","Belgium","Miss",76.1,61.1
01/07/2014,36,"Hazard","Belgium","USA","Blocked",78.3,57.8
01/07/2014,41,"Zusi","USA","Belgium","Miss",87,42.8
01/07/2014,45,"De Bruyne","Belgium","USA","Attempt Saved",75,53
01/07/2014,47,"Mertens","Belgium","USA","Attempt Saved",90.1,38.9
01/07/2014,50,"Alderweireld","Belgium","USA","Blocked",76.1,27.9
01/07/2014,52,"Fellaini","Belgium","USA","Miss",68.9,43.7
01/07/2014,56,"De Bruyne","Belgium","USA","Miss",78.1,59
01/07/2014,56,"Origi","Belgium","USA","Post",87.6,45.2
01/07/2014,57,"Vertonghen","Belgium","USA","Attempt Saved",95,70.6
01/07/2014,57,"Vertonghen","Belgium","USA","Miss",87.9,75.6
01/07/2014,58,"Zusi","USA","Belgium","Blocked",89.9,35.2
01/07/2014,60,"Mertens","Belgium","USA","Miss",96.4,57.5
01/07/2014,63,"De Bruyne","Belgium","USA","Blocked",77.6,55.1
01/07/2014,64,"Vertonghen","Belgium","USA","Attempt Saved",74.3,64
01/07/2014,65,"Witsel","Belgium","USA","Blocked",76.5,28
01/07/2014,69,"Witsel","Belgium","USA","Miss",77.5,37.4
01/07/2014,71,"Dempsey","USA","Belgium","Attempt Saved",75.9,34
01/07/2014,71,"Origi","Belgium","USA","Attempt Saved",87.6,35.8
01/07/2014,74,"Dempsey","USA","Belgium","Attempt Saved",72.6,51.2
01/07/2014,76,"Mirallas","Belgium","USA","Attempt Saved",87.6,62.6
01/07/2014,77,"Kompany","Belgium","USA","Miss",92.2,44.9
01/07/2014,79,"Hazard","Belgium","USA","Attempt Saved",86.6,64
01/07/2014,83,"van Buyten","Belgium","USA","Blocked",89.7,32.5
01/07/2014,83,"van Buyten","Belgium","USA","Miss",88.6,46.8
01/07/2014,85,"Origi","Belgium","USA","Attempt Saved",77.7,51.9
01/07/2014,88,"Hazard","Belgium","USA","Miss",92.6,69.7
01/07/2014,90,"Fellaini","Belgium","USA","Miss",96.3,53.6
01/07/2014,90,"Wondolowski","USA","Belgium","Miss",92.6,47
01/07/2014,90,"Kompany","Belgium","USA","Attempt Saved",89.3,55.2
01/07/2014,91,"Jones","USA","Belgium","Miss",94.3,43.3
01/07/2014,93,"De Bruyne","Belgium","USA","Goal",92.9,35.1
01/07/2014,96,"Vertonghen","Belgium","USA","Blocked",85,56.1
01/07/2014,97,"Lukaku","Belgium","USA","Attempt Saved",89.4,70.2
01/07/2014,100,"Jones","USA","Belgium","Blocked",78.1,41.2
01/07/2014,101,"Lukaku","Belgium","USA","Attempt Saved",89.2,68.2
01/07/2014,104,"Mirallas","Belgium","USA","Attempt Saved",87.3,32.8
01/07/2014,105,"Bradley","USA","Belgium","Blocked",72.6,42.7
01/07/2014,105,"Lukaku","Belgium","USA","Goal",89.5,61.6
01/07/2014,107,"Green","USA","Belgium","Goal",89,50.9
01/07/2014,108,"Jones","USA","Belgium","Miss",89.3,52.2
01/07/2014,108,"Fellaini","Belgium","USA","Miss",84.9,29.1
01/07/2014,111,"Lukaku","Belgium","USA","Attempt Saved",91.5,61.2
01/07/2014,113,"Jones","USA","Belgium","Blocked",75.9,34
01/07/2014,114,"Dempsey","USA","Belgium","Attempt Saved",91.7,53
01/07/2014,114,"Jones","USA","Belgium","Miss",90.5,47.3
01/07/2014,118,"Jones","USA","Belgium","Miss",77.4,73.9
01/07/2014,120,"Yedlin","USA","Belgium","Miss",96.1,28.9
04/07/2014,4,"Neymar","Brazil","Colombia","Miss",71.4,53.8
04/07/2014,7,"Thiago Silva","Brazil","Colombia","Goal",96.2,46
04/07/2014,10,"Guarín","Colombia","Brazil","Miss",70.4,53.9
04/07/2014,11,"Cuadrado","Colombia","Brazil","Blocked",79.6,29.7
04/07/2014,20,"Marcelo","Brazil","Colombia","Blocked",71.8,53.4
04/07/2014,20,"Oscar","Brazil","Colombia","Attempt Saved",77.2,42.1
04/07/2014,20,"Hulk","Brazil","Colombia","Attempt Saved",91.5,66.8
04/07/2014,27,"Fred","Brazil","Colombia","Miss",91.5,49.1
04/07/2014,27,"Marcelo","Brazil","Colombia","Miss",82.6,68.8
04/07/2014,28,"Hulk","Brazil","Colombia","Attempt Saved",92.6,66.8
04/07/2014,30,"Cuadrado","Colombia","Brazil","Blocked",72.6,60.3
04/07/2014,34,"Fernandinho","Brazil","Colombia","Miss",95.7,36
