"DATE","MINUTE","PLAYER","TEAM","OPPOSITION","Shot","X","Y"
04/07/2014,37,"Rodríguez","Colombia","Brazil","Blocked",81.7,44.5
04/07/2014,39,"Hulk","Brazil","Colombia","Miss",91.5,72.8
04/07/2014,44,"Neymar","Brazil","Colombia","Miss",78.3,68.5
04/07/2014,59,"Guarín","Colombia","Brazil","Miss",80.8,42.5
04/07/2014,62,"Zapata","Colombia","Brazil","Blocked",88.2,56
04/07/2014,68,"David Luiz","Brazil","Colombia","Goal",70.4,54.4
04/07/2014,73,"Neymar","Brazil","Colombia","Miss",77.4,30.1
04/07/2014,75,"Cuadrado","Colombia","Brazil","Attempt Saved",79.1,71.8
04/07/2014,80,"Rodríguez","Colombia","Brazil","Goal",88.5,50
04/07/2014,89,"Bacca","Colombia","Brazil","Blocked",77.4,59.6
04/07/2014,90,"Ramos","Colombia","Brazil","Miss",90.2,52.7
04/07/2014,90,"Ramos","Colombia","Brazil","Miss",91.6,44.7
04/07/2014,3,"Kroos","Germany","France","Blocked",82.8,49.5
04/07/2014,7,"Benzema","France","Germany","Miss",88.5,60.8
04/07/2014,12,"Hummels","Germany","France","Goal",91.3,49.1
04/07/2014,30,"Höwedes","Germany","France","Blocked",92.6,45.2
04/07/2014,34,"Valbuena","France","Germany","Attempt Saved",92.5,68.4
04/07/2014,34,"Benzema","France","Germany","Blocked",95.8,51.3
04/07/2014,34,"Benzema","France","Germany","Blocked",89.6,35.1
04/07/2014,35,"Sakho","France","Germany","Miss",91.7,61.4
04/07/2014,41,"Hummels","Germany","France","Blocked",88,54.2
04/07/2014,42,"Benzema","France","Germany","Blocked",91.2,45.2
04/07/2014,44,"Benzema","France","Germany","Attempt Saved",85.9,68
04/07/2014,55,"Kroos","Germany","France","Miss",73.6,48.4
04/07/2014,60,"Varane","France","Germany","Attempt Saved",87.5,47.4
04/07/2014,69,"Müller","Germany","France","Miss",90.5,28.3
04/07/2014,73,"Griezmann","France","Germany","Miss",77.8,20
04/07/2014,73,"Schürrle","Germany","France","Attempt Saved",89.7,25.4
04/07/2014,74,"Valbuena","France","Germany","Miss",85.3,71.5
04/07/2014,76,"Benzema","France","Germany","Blocked",89.2,57.3
04/07/2014,77,"Matuidi","France","Germany","Attempt Saved",96,67.8
04/07/2014,82,"Schürrle","Germany","France","Attempt Saved",89.2,43.3
04/07/2014,88,"Schürrle","Germany","France","Blocked",87.4,44.9
04/07/2014,90,"Benzema","France","Germany","Attempt Saved",93.6,67.2
05/07/2014,21,"van Persie","Holland","Costa Rica","Attempt Saved",89.1,61.5
05/07/2014,22,"Sneijder","Holland","Costa Rica","Attempt Saved",82.3,53.8
05/07/2014,29,"Depay","Holland","Costa Rica","Attempt Saved",90.5,69
05/07/2014,34,"Acosta","Costa Rica","Holland","Miss",95.8,55.8
05/07/2014,39,"Sneijder","Holland","Costa Rica","Attempt Saved",74.7,43.6
05/07/2014,53,"Sneijder","Holland","Costa Rica","Miss",84,51.3
05/07/2014,62,"Christian Bolaños","Costa Rica","Holland","Miss",71.6,33.3
05/07/2014,65,"Gonzalez","Costa Rica","Holland","Miss",95.7,57.6
05/07/2014,75,"Vlaar","Holland","Costa Rica","Miss",89.1,52.7
05/07/2014,82,"Sneijder","Holland","Costa Rica","Post",81.7,76.9
05/07/2014,84,"van Persie","Holland","Costa Rica","Attempt Saved",93.7,29.5
05/07/2014,90,"van Persie","Holland","Costa Rica","Attempt Saved",83.6,18
05/07/2014,90,"van Persie","Holland","Costa Rica","Blocked",93,34.2
05/07/2014,94,"Vlaar","Holland","Costa Rica","Attempt Saved",90.9,50.1
05/07/2014,102,"Robben","Holland","Costa Rica","Blocked",77.3,29.5
05/07/2014,102,"Robben","Holland","Costa Rica","Blocked",85.6,34.5
05/07/2014,103,"Robben","Holland","Costa Rica","Blocked",79.5,29.7
05/07/2014,104,"Wijnaldum","Holland","Costa Rica","Blocked",74.5,50.7
05/07/2014,109,"van Persie","Holland","Costa Rica","Miss",91.3,33
05/07/2014,113,"Christian Bolaños","Costa Rica","Holland","Blocked",90.7,33.2
05/07/2014,115,"Christian Bolaños","Costa Rica","Holland","Blocked",90,70.3
05/07/2014,117,"Ureña","Costa Rica","Holland","Attempt Saved",90.3,35.3
05/07/2014,117,"Robben","Holland","Costa Rica","Blocked",87.4,31.2
05/07/2014,119,"Robben","Holland","Costa Rica","Blocked",87.9,40.2
05/07/2014,119,"Sneijder","Holland","Costa Rica","Post",81.2,71.3
05/07/2014,120,"Kuyt","Holland","Costa Rica","Blocked",77.4,33.8
05/07/2014,4,"Di María","Argentina","Belgium","Blocked",81,25.8
05/07/2014,6,"Di María","Argentina","Belgium","Blocked",71.9,43.1
05/07/2014,8,"Higuaín","Argentina","Belgium","Goal",84.8,39.4
05/07/2014,13,"De Bruyne","Belgium","Argentina","Miss",76,64.9
05/07/2014,13,"Lavezzi","Argentina","Belgium","Blocked",84.3,71.2
05/07/2014,18,"Kompany","Belgium","Argentina","Miss",96.4,60.8
05/07/2014,26,"De Bruyne","Belgium","Argentina","Attempt Saved",72.8,46.3
05/07/2014,28,"Di María","Argentina","Belgium","Blocked",84.8,35.7
05/07/2014,40,"Messi","Argentina","Belgium","Miss",81.8,51.3
05/07/2014,42,"Mirallas","Belgium","Argentina","Miss",88.5,53.1
05/07/2014,51,"Higuaín","Argentina","Belgium","Blocked",88,70.7
05/07/2014,55,"Higuaín","Argentina","Belgium","Post",85.5,31
05/07/2014,61,"Fellaini","Belgium","Argentina","Miss",90.9,52.8
05/07/2014,74,"Witsel","Belgium","Argentina","Blocked",69.4,54.8
05/07/2014,76,"Mertens","Belgium","Argentina","Miss",75.1,78.2
05/07/2014,77,"Lukaku","Belgium","Argentina","Blocked",73.4,41
05/07/2014,85,"De Bruyne","Belgium","Argentina","Blocked",79.5,36.6
05/07/2014,90,"Palacio","Argentina","Belgium","Miss",69.8,66.6
05/07/2014,90,"Messi","Argentina","Belgium","Attempt Saved",82.8,48.2
05/07/2014,90,"Witsel","Belgium","Argentina","Miss",77.7,50.7
08/07/2014,3,"Marcelo","Brazil","Germany","Miss",75.8,66.6
08/07/2014,8,"Khedira","Germany","Brazil","Blocked",88.3,44.7
08/07/2014,11,"Müller","Germany","Brazil","Goal",92.5,56.3
08/07/2014,21,"Klose","Germany","Brazil","Attempt Saved",80.3,34.5
08/07/2014,23,"Klose","Germany","Brazil","Attempt Saved",88.9,48
08/07/2014,23,"Klose","Germany","Brazil","Goal",91.9,45
08/07/2014,24,"Kroos","Germany","Brazil","Goal",84.6,59
08/07/2014,26,"Kroos","Germany","Brazil","Goal",90.5,48
08/07/2014,29,"Khedira","Germany","Brazil","Goal",86.9,52.6
08/07/2014,32,"Kroos","Germany","Brazil","Blocked",81.2,47
08/07/2014,38,"Özil","Germany","Brazil","Miss",75.8,32.8
08/07/2014,42,"Oscar","Brazil","Germany","Blocked",88.2,68.8
08/07/2014,47,"Ramires","Brazil","Germany","Blocked",88.1,66.7
08/07/2014,51,"Ramires","Brazil","Germany","Blocked",76.4,25.3
08/07/2014,52,"Oscar","Brazil","Germany","Attempt Saved",90,43.1
08/07/2014,53,"Paulinho","Brazil","Germany","Attempt Saved",94.6,63.9
08/07/2014,53,"Paulinho","Brazil","Germany","Attempt Saved",89.9,65.8
08/07/2014,53,"Marcelo","Brazil","Germany","Blocked",74.6,42.3
08/07/2014,59,"Fred","Brazil","Germany","Attempt Saved",78.9,48.5
08/07/2014,61,"Müller","Germany","Brazil","Attempt Saved",81.3,44.1
08/07/2014,69,"Schürrle","Germany","Brazil","Goal",91.3,46.7
08/07/2014,72,"Willian","Brazil","Germany","Miss",82.8,68.2
08/07/2014,74,"Paulinho","Brazil","Germany","Attempt Saved",91.6,24.1
08/07/2014,79,"Schürrle","Germany","Brazil","Goal",92.7,69.3
08/07/2014,81,"Marcelo","Brazil","Germany","Miss",82.1,58.1
08/07/2014,85,"Ramires","Brazil","Germany","Attempt Saved",75.6,38.5
08/07/2014,89,"Oscar","Brazil","Germany","Miss",96.5,68.4
08/07/2014,90,"Özil","Germany","Brazil","Miss",85.3,62.6
08/07/2014,90,"Ramires","Brazil","Germany","Blocked",74.2,43.1
08/07/2014,90,"Oscar","Brazil","Germany","Goal",87.3,52.2
08/07/2014,90,"Bernard","Brazil","Germany","Miss",89,71.1
08/07/2014,90,"David Luiz","Brazil","Germany","Attempt Saved",70.5,48.9
09/07/2014,13,"Sneijder","Holland","Argentina","Miss",78.1,32.2
09/07/2014,15,"Messi","Argentina","Holland","Attempt Saved",76.3,37.9
09/07/2014,24,"Garay","Argentina","Holland","Miss",95,51.3
09/07/2014,50,"Sneijder","Holland","Argentina","Miss",75.9,75.1
09/07/2014,58,"Higuaín","Argentina","Holland","Blocked",93.2,47.8
09/07/2014,71,"Lavezzi","Argentina","Holland","Blocked",86.6,71.5
09/07/2014,75,"Higuaín","Argentina","Holland","Miss",92.7,42.5
09/07/2014,84,"Rojo","Argentina","Holland","Attempt Saved",69.9,65.8
09/07/2014,87,"Clasie","Holland","Argentina","Miss",72.8,46.4
09/07/2014,90,"Robben","Holland","Argentina","Blocked",95.3,59.1
09/07/2014,99,"Robben","Holland","Argentina","Attempt Saved",73.9,22.7
09/07/2014,110,"de Vrij","Holland","Argentina","Miss",67.2,44.1
09/07/2014,115,"Palacio","Argentina","Holland","Attempt Saved",88.3,56.1
09/07/2014,117,"Maxi Rodríguez","Argentina","Holland","Attempt Saved",89.9,60.2
09/07/2014,120,"Kuyt","Holland","Argentina","Blocked",85.2,46
